
Naive Bayes Classifier

                 Class
Attribute          CYT    NUC    MIT    ME3    ME2    ME1    EXC    VAC    POX    ERL
  SMF1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SMF2_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SMY1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SMY2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SNC1_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  SNC2_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  SNF1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SNF2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SNF3_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  SNF4_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SNF5_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SNF6_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RU17_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SNP2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YBC6_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SNQ2_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  SODC_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SODM_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SOF1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SOK1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SON1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL35_YEAST        3.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SPA2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SPB4_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SPK1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SP11_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SPR1_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  SS10_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  SX18_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SX19_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0
  SP10_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SP14_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TF2D_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SPT2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SP21_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SP23_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SPT3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SPT4_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SPT5_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SPT6_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SPT7_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SPT8_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SRB2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SRB4_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SRB5_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SRB6_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SCA1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SRD1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RCC_YEAST         1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SRPI_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SRPR_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  SR14_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SR54_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SR68_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SR72_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  CAP_YEAST         2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  HS71_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  HS72_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  HS73_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  HS74_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  HS75_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  HS76_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SSB1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  HS77_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SSD1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RA25_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SSN6_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SSO1_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  SSO2_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  S120_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  S61G_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  SST2_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  AMYH_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  ST12_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  DAP1_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  ST14_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  GBG_YEAST         2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  STE2_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  ST20_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  STE3_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  GBB_YEAST         2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  STE5_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  STE6_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  STF1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  STF2_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  STH1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  STL1_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  STP1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  STU1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  STV1_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  TF2B_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  INV1_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  INV2_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  INV4_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  SUG1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SUI1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  IF2A_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  IF2B_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SUL1_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  SUP1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SUP2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RS4_YEAST         2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RS11_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SUV3_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  ADR6_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SWI3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SWI4_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SWI5_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SWI6_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  OSTD_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  SYG1_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  TAL1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  VAL1_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  TBF1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL3_YEAST         2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TCPA_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TCPE_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TCPB_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TCPG_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TCPD_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TCPZ_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  G3P1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  G3P2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  G3P3_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TF3B_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TEC1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  EF1A_YEAST        3.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  EF1G_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  EF1H_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  T2EA_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YK42_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TFB1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TFC1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TF3A_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TFC3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TFC4_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  DKA1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  THRC_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SYTC_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  IF4A_YEAST        3.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  IF1A_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TIF3_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  IF41_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  IF42_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  IF5_YEAST         2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  IF52_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  IF51_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TIP1_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  TP20_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SRP1_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  SRP2_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  TKT1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TKT2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TYSY_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TOA1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TOA2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TOP1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TOP2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TOP3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TOR2_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  TPIS_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  KAPA_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  KAPB_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  KAPC_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TPM1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TPM2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TPS1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TPS2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TPS3_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TRK1_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  TRK2_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  TRNL_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TRM1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TRPF_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TRPE_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TRPG_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TRPD_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TRP_YEAST         2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TSA_YEAST         2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TSL1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TSM1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TTP1_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  GLRX_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TBA1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TBB_YEAST         2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TBA3_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  EFTU_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TUP1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TYE7_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TYR1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  UBA1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  UBC1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  UBC4_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  UBC5_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  UBC6_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  UBC7_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  UBIQ_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  UBP1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  UBP2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  UBP3_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  UBR1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  UGA3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  UGA4_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  UME5_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  UME6_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  UNG_YEAST         1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PYRD_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PYR1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  UMPK_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL21_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RSU2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  USO1_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YEU2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  VAC1_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  RMAR_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SYV_YEAST         2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  VATA_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  VM11_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  VATB_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  VATL_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  VATE_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  VATC_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  VATX_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  VATF_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  VATD_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  VPH1_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  VM12_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  VPS1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  VP15_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  VP16_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  VP17_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YP51_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SLP1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  VP34_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  VP45_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  VRP1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  OSTB_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  XRS2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YAA7_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  YAB1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YAB8_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  YAB9_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YAC2_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YAE2_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YAF1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YAF3_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  YAG3_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  YAG7_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  PDR4_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  AP17_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  AP19_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YAP3_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  AP54_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  ADB1_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  CACM_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  FMT_YEAST         1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YBC4_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YBE2_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YBG6_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YBI8_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL3P_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  MRF1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YBT6_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YBY2_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YB00_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YB30_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YB32_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YB33_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YB37_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  YB48_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YB54_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0
  YB72_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0
  YB91_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YB8E_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YB8G_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
